direct_gain_boost_db,receiver,target,arm,threshold,empirical_pfa,pfa_ci95_low,pfa_ci95_high,empirical_pd,pd_ci95_low,pd_ci95_high,auc,n_cal_h0,n_test_h0,n_test_h1,median_conflict_index,median_direct_inr_db,median_kappa_accounted_db,median_kappa_structural_db,median_eta_survive_q,median_eta_survive_risk_q,median_identifiable_fraction,median_protect_dim
40.0,0,0,no_ic,1293468.861588269,0.0,2.7755575615628914e-17,0.24249400665524085,0.0,2.7755575615628914e-17,0.24249400665524085,0.5069444444444444,6,12,12,0.003954613850356825,37.92856743721026,0.0,0.0,1.0,1.0,0.9862142616620295,0.0
40.0,0,0,perfect_channel,6.047275123916654,0.16666666666666666,0.04696514218385378,0.4480308622529734,0.3333333333333333,0.13812009109121315,0.6093779111272004,0.6180555555555556,6,12,12,0.003954613850356825,37.92856743721026,nan,nan,1.0,1.0,0.9862185578733949,0.0
40.0,0,0,plain_ls,1293469.6628942515,0.0,2.7755575615628914e-17,0.24249400665524085,0.0,2.7755575615628914e-17,0.24249400665524085,0.5069444444444444,6,12,12,0.003954613850356825,37.92856743721026,12.171237476529104,12.17124298538741,0.9996603070952369,0.9993356541478553,0.9862145135531248,0.0
40.0,0,0,protected_ls,1354717.907302768,0.0,2.7755575615628914e-17,0.24249400665524085,0.0,2.7755575615628914e-17,0.24249400665524085,0.5069444444444444,6,12,12,0.003954613850356825,37.92856743721026,8.386617496327728,8.386618425436684,0.9999953992280273,0.9997352439402032,0.9844775047954285,45.0
40.0,0,0,tp_uic_full,1323949.5553803144,0.0,2.7755575615628914e-17,0.24249400665524085,0.0,2.7755575615628914e-17,0.24249400665524085,0.5069444444444444,6,12,12,0.003954613850356825,37.92856743721026,12.132681714160192,12.132687618828612,0.9999616032193924,0.999813210279471,0.9862146264188683,45.0
40.0,0,1,no_ic,41532.23305439636,0.5833333333333334,0.31951131254954973,0.8067396863412435,0.5833333333333334,0.31951131254954973,0.8067396863412435,0.5138888888888888,6,12,12,0.35481742529879684,37.89180248306313,0.0,0.0,1.0,1.0,0.9869336011091409,0.0
40.0,0,1,perfect_channel,4.616276762262066,0.3333333333333333,0.13812009109121315,0.6093779111272004,0.8333333333333334,0.5519691377470266,0.9530348578161463,0.8472222222222222,6,12,12,0.35481742529879684,37.89180248306313,nan,nan,1.0,1.0,0.9862012158735626,0.0
40.0,0,1,plain_ls,41532.2437214446,0.5833333333333334,0.31951131254954973,0.8067396863412435,0.5833333333333334,0.31951131254954973,0.8067396863412435,0.5138888888888888,6,12,12,0.35481742529879684,37.89180248306313,12.675709506614345,12.67571427523319,0.9920582177509041,0.8586370823413942,0.9869269991595535,0.0
40.0,0,1,protected_ls,31742.44155432163,0.6666666666666666,0.39062208887279953,0.8618799089087867,0.6666666666666666,0.39062208887279953,0.8618799089087867,0.5208333333333334,6,12,12,0.35481742529879684,37.89180248306313,9.134780724860772,9.134781857951285,0.999104879137326,0.9787143649598528,0.9699385563349208,45.0
40.0,0,1,tp_uic_full,41530.96036141408,0.5833333333333334,0.31951131254954973,0.8067396863412435,0.5833333333333334,0.31951131254954973,0.8067396863412435,0.5138888888888888,6,12,12,0.35481742529879684,37.89180248306313,12.144160661051819,12.144163407121447,1.0009725580646833,0.881113712525829,0.9868747412188266,45.0
