direct_gain_boost_db,receiver,target,arm,threshold,empirical_pfa,pfa_ci95_low,pfa_ci95_high,empirical_pd,pd_ci95_low,pd_ci95_high,auc,n_cal_h0,n_test_h0,n_test_h1,median_conflict_index,median_direct_inr_db,median_kappa_accounted_db,median_kappa_structural_db,median_eta_survive_q,median_eta_survive_risk_q,median_identifiable_fraction,median_protect_dim
0.0,0,1,no_ic,6.661574558825894,0.5,0.1876163064826506,0.8123836935173494,1.0,0.6096657120978346,1.0,0.75,6,6,6,0.36005426738207025,-1.953371639204536,0.0,0.0,1.0,1.0,0.9990075679474913,0.0
0.0,0,1,perfect_channel,5.70601765804002,0.5,0.1876163064826506,0.8123836935173494,0.8333333333333334,0.43649717781352987,0.9699466302516935,0.8333333333333334,6,6,6,0.36005426738207025,-1.953371639204536,nan,nan,1.0,1.0,0.9992231615965893,0.0
0.0,0,1,plain_ls,6.662615763647745,0.5,0.1876163064826506,0.8123836935173494,1.0,0.6096657120978346,1.0,0.75,6,6,6,0.36005426738207025,-1.953371639204536,12.572559659251262,12.602331762675297,0.9812069356976265,0.7773385244788108,0.9990048463861874,0.0
0.0,0,1,protected_ls,5.5598285255752025,1.0,0.6096657120978346,1.0,1.0,0.6096657120978346,1.0,0.7777777777777778,6,6,6,0.36005426738207025,-1.953371639204536,8.156026616761906,8.171687763622927,0.9989806259894701,0.9730976128947261,0.9723149953575532,45.0
0.0,0,1,tp_uic_full,6.663806221021942,0.5,0.1876163064826506,0.8123836935173494,1.0,0.6096657120978346,1.0,0.75,6,6,6,0.36005426738207025,-1.953371639204536,12.380680788891759,12.390360312846322,1.0032194901760878,0.7811521771953294,0.9990532020549527,45.0
0.0,2,1,no_ic,70.56243827579425,0.0,2.7755575615628914e-17,0.3903342879021653,0.0,2.7755575615628914e-17,0.3903342879021653,0.75,6,6,6,0.01395928836093336,-2.226690013657251,0.0,0.0,1.0,1.0,0.9989248596494245,0.0
0.0,2,1,perfect_channel,5.364263622562781,0.5,0.1876163064826506,0.8123836935173494,0.6666666666666666,0.299993315138392,0.9032285888942195,0.6388888888888888,6,6,6,0.01395928836093336,-2.226690013657251,nan,nan,1.0,1.0,0.9987975814836383,0.0
0.0,2,1,plain_ls,70.76440349434907,0.0,2.7755575615628914e-17,0.3903342879021653,0.0,2.7755575615628914e-17,0.3903342879021653,0.75,6,6,6,0.01395928836093336,-2.226690013657251,13.149800115883792,13.214704576146818,0.99889990619055,0.9830216597290137,0.998924497937711,0.0
0.0,2,1,protected_ls,56.559819610531754,0.0,2.7755575615628914e-17,0.3903342879021653,0.0,2.7755575615628914e-17,0.3903342879021653,0.6666666666666666,6,6,6,0.01395928836093336,-2.226690013657251,9.162020813970583,9.186987356562401,0.9996810060541221,0.9920317967034041,0.9604408522231581,45.0
0.0,2,1,tp_uic_full,74.98767659312671,0.0,2.7755575615628914e-17,0.3903342879021653,0.0,2.7755575615628914e-17,0.3903342879021653,0.7222222222222222,6,6,6,0.01395928836093336,-2.226690013657251,13.040961115200002,13.094715970814189,0.9998717323763144,0.9832103549898121,0.9988954665958346,45.0
0.0,4,1,no_ic,11.773001307946041,0.16666666666666666,0.030053369748306635,0.5635028221864702,0.3333333333333333,0.09677141110578041,0.700006684861608,0.5833333333333334,6,6,6,0.01976343058305219,0.5117791376071571,0.0,0.0,1.0,1.0,0.998507217730696,0.0
0.0,4,1,perfect_channel,4.646748825343427,0.5,0.1876163064826506,0.8123836935173494,0.8333333333333334,0.43649717781352987,0.9699466302516935,0.7222222222222222,6,6,6,0.01976343058305219,0.5117791376071571,nan,nan,1.0,1.0,0.9985138084161953,0.0
0.0,4,1,plain_ls,11.878745058389804,0.16666666666666666,0.030053369748306635,0.5635028221864702,0.3333333333333333,0.09677141110578041,0.700006684861608,0.5833333333333334,6,6,6,0.01976343058305219,0.5117791376071571,13.143146831499214,13.161908401737135,0.9985086927158543,0.9907190030121651,0.9985169306930399,0.0
0.0,4,1,protected_ls,7.734701158702153,0.6666666666666666,0.299993315138392,0.9032285888942195,0.6666666666666666,0.299993315138392,0.9032285888942195,0.5833333333333334,6,6,6,0.01976343058305219,0.5117791376071571,12.048628099875781,12.071100848968477,0.9996903740353187,0.9910828316284515,0.9945325527278914,45.0
0.0,4,1,tp_uic_full,12.39392435838155,0.16666666666666666,0.030053369748306635,0.5635028221864702,0.3333333333333333,0.09677141110578041,0.700006684861608,0.5833333333333334,6,6,6,0.01976343058305219,0.5117791376071571,13.140300918033503,13.161243147160734,0.9987204602401186,0.9916410042065771,0.9985070123951691,45.0
